Usage (kWh),TimeOfDay,VoltageFluctuations,NumberOfResidents,ApplianceCount,IndustrialAreaNearby,PreviousTheftHistory,AverageDailyUsage,BillPaymentDelay (days),UnusualUsageSpike,Theft
365,4,1,1,9,1,0,18,23,1,0
170,3,3,7,23,1,1,13,48,0,0
254,3,1,5,25,0,0,28,62,1,1
479,3,0,3,16,0,0,13,28,1,0
346,4,1,7,10,0,0,16,56,1,0
78,2,2,5,17,0,1,21,47,1,1
100,2,1,7,7,0,0,45,63,0,0
276,2,3,8,16,1,1,48,1,1,1
358,4,3,1,15,0,0,45,6,1,0
282,4,3,9,21,1,0,29,68,1,1
497,2,3,9,20,1,0,26,29,1,0
390,3,0,3,19,1,1,29,16,1,1
409,3,1,4,6,0,0,21,26,1,0
189,2,1,8,14,0,1,39,78,1,1
318,2,2,8,17,0,0,34,31,0,0
360,3,2,7,24,0,1,28,77,0,1
152,1,3,5,19,1,1,42,77,1,1
344,3,2,9,24,1,1,38,5,0,0
220,4,0,5,6,1,0,50,87,0,0
134,3,1,8,14,0,0,23,45,1,0
152,1,3,1,13,1,1,30,8,0,0
345,1,3,3,17,0,0,43,88,1,1
421,3,2,9,10,1,1,36,8,1,1
244,2,0,1,23,1,0,23,58,0,0
285,4,0,2,18,1,0,36,52,0,0
420,4,1,4,16,1,0,42,53,1,0
197,1,1,5,8,1,1,21,47,0,0
326,3,1,4,7,1,1,16,38,1,1
205,3,0,7,25,1,0,46,74,0,0
246,4,2,7,20,1,0,22,40,1,0
162,4,3,4,11,1,0,21,2,0,0
185,2,1,3,23,1,1,50,75,1,1
233,4,3,4,17,1,0,50,51,0,0
102,4,1,3,15,0,1,46,72,1,1
265,4,0,9,24,1,0,50,69,0,0
248,2,0,5,12,0,0,45,82,1,1
216,1,0,7,20,1,1,24,7,0,0
339,4,1,1,13,0,0,43,15,0,0
302,2,3,5,7,1,0,12,66,0,0
421,1,0,5,16,1,0,28,40,1,0
482,1,3,3,15,1,0,43,22,1,0
393,3,2,6,10,0,1,35,38,1,1
435,4,0,1,14,0,0,33,71,1,1
236,1,1,1,7,1,1,14,41,0,0
124,2,0,5,14,1,0,20,2,0,0
148,3,1,5,24,0,1,21,3,0,0
387,3,3,2,6,0,0,42,30,1,0
144,3,1,10,20,0,1,38,1,0,0
56,1,0,9,24,1,0,29,45,1,0
174,1,1,6,20,0,1,32,42,0,0
476,4,3,10,22,0,0,15,55,1,0
292,3,3,3,20,0,0,33,60,1,0
238,3,3,1,7,0,1,13,64,1,1
444,4,0,1,25,1,1,12,86,1,1
157,1,3,2,11,1,1,11,70,1,1
338,4,0,4,5,0,0,40,14,0,0
451,2,0,9,20,1,0,18,89,1,1
319,2,0,10,24,0,1,26,32,0,0
324,4,3,9,13,0,1,29,14,0,0
350,2,3,6,6,0,0,28,59,1,0
271,1,3,9,20,1,0,10,58,0,0
68,3,3,3,25,0,0,26,89,1,1
231,2,0,9,23,1,0,30,69,1,1
468,4,1,5,13,1,1,50,81,1,1
489,3,2,3,10,0,0,21,66,1,1
363,3,0,6,19,0,1,24,75,1,1
136,3,0,4,25,0,0,40,62,0,0
287,2,3,9,17,1,1,37,81,0,1
163,3,1,6,12,1,1,10,6,1,1
394,4,2,10,8,0,0,23,44,1,0
483,2,0,9,5,1,0,38,28,1,0
169,4,1,7,24,0,0,23,21,1,0
61,3,0,3,25,0,0,37,88,1,1
341,1,2,5,9,0,0,44,72,1,1
344,2,3,10,14,1,0,35,64,0,0
248,3,1,2,17,0,1,40,49,0,0
164,4,3,9,6,0,0,16,82,1,1
428,4,0,8,18,0,1,34,60,1,1
185,4,0,6,17,1,1,39,71,0,1
206,3,0,6,5,0,1,22,24,0,0
208,4,1,1,16,0,0,12,67,0,0
174,3,1,5,12,0,0,46,37,1,0
490,3,2,3,9,0,0,10,10,1,0
121,3,0,3,8,0,0,36,66,0,0
238,1,1,6,22,0,0,11,27,1,0
163,4,2,7,18,0,0,33,84,0,0
86,4,2,5,16,1,0,21,81,0,0
354,1,0,6,21,0,1,31,57,1,1
136,1,0,1,16,0,1,38,42,1,1
182,2,0,2,6,1,1,17,41,0,0
178,4,2,10,21,0,1,14,69,1,1
359,3,2,7,10,1,1,22,74,0,1
371,4,3,5,15,1,1,39,9,0,0
168,2,3,3,20,1,0,34,74,1,1
301,4,2,7,25,0,1,21,16,1,1
68,3,1,3,5,1,0,49,57,0,0
185,2,3,5,19,1,1,31,25,1,1
472,4,1,7,9,0,0,43,6,1,0
387,4,3,2,14,1,1,18,17,0,0
271,4,2,4,6,1,1,33,32,0,0
118,3,0,7,20,0,0,24,45,1,0
452,3,3,6,16,1,0,42,85,1,1
287,4,3,8,16,0,0,36,16,0,0
325,4,0,6,13,1,1,30,10,0,0
252,2,2,9,5,0,1,10,15,1,1
68,3,3,3,11,0,1,34,21,0,0
290,2,1,4,17,1,0,11,90,0,0
148,4,1,6,9,0,1,42,60,0,0
293,3,0,5,25,1,0,14,75,0,0
156,2,3,10,18,0,0,41,2,0,0
246,2,3,10,24,1,1,44,14,1,1
356,2,1,8,11,0,1,43,35,1,1
332,1,2,4,9,0,1,34,0,0,0
395,3,2,3,9,0,0,30,48,0,0
165,3,1,7,17,0,0,48,5,0,0
320,2,0,2,22,0,0,50,12,1,0
442,2,0,4,24,1,1,18,78,1,1
323,3,3,5,16,1,1,39,79,0,1
172,3,3,8,22,1,0,25,27,1,0
414,4,1,9,13,0,1,28,79,1,1
245,2,3,4,14,1,1,17,57,1,1
398,4,2,3,10,1,1,44,19,0,0
463,4,2,3,24,0,1,16,88,1,1
154,4,1,7,23,1,1,11,73,1,1
484,1,1,5,22,1,1,18,62,1,1
139,4,2,10,24,1,0,24,74,1,1
251,1,3,3,7,1,0,31,82,1,1
420,4,1,4,18,0,0,44,54,1,0
214,2,1,8,15,0,1,21,17,0,0
251,1,3,2,12,0,0,24,52,0,0
376,1,3,3,18,1,0,37,14,1,0
187,1,0,7,24,1,0,30,51,1,0
126,1,2,10,17,1,0,10,20,1,0
329,2,3,8,24,0,1,20,88,1,1
412,4,1,2,10,1,1,19,30,1,1
179,1,0,3,20,1,1,44,75,1,1
451,4,0,10,14,0,0,15,73,1,1
400,4,3,3,19,1,1,27,44,0,0
460,4,3,10,10,0,0,12,32,1,0
290,2,2,6,15,0,0,33,58,1,0
147,1,0,1,19,0,1,31,88,1,1
60,4,1,8,19,0,0,47,87,0,0
262,1,1,2,25,0,1,42,10,0,0
108,3,3,2,11,1,1,49,28,1,1
493,3,0,3,8,0,0,14,82,1,1
421,4,0,2,11,0,1,38,83,1,1
50,1,0,5,10,1,0,11,34,1,0
110,3,2,1,6,0,0,43,89,0,0
375,1,1,5,5,0,1,35,53,1,1
285,3,2,7,19,1,0,15,79,1,1
370,1,0,2,13,0,0,10,86,0,0
195,4,0,4,17,0,1,24,87,1,1
183,3,1,6,6,1,0,39,16,0,0
406,4,2,9,15,1,1,20,75,1,1
95,3,3,5,13,1,0,37,35,0,0
277,1,0,5,6,0,0,50,55,1,0
295,3,3,10,22,1,0,30,86,1,1
195,4,3,10,22,0,1,31,15,0,0
465,3,3,3,6,1,1,21,23,1,1
172,4,2,5,21,0,0,26,37,0,0
148,2,2,4,19,0,0,17,32,1,0
74,3,3,6,13,1,0,11,34,0,0
79,4,0,7,6,0,1,23,44,0,0
70,2,2,5,22,1,1,41,66,0,1
226,2,3,5,6,0,0,25,85,1,1
324,4,3,10,5,1,1,24,32,0,0
209,2,2,2,9,1,0,23,23,0,0
410,2,0,1,8,1,0,44,19,1,0
219,2,3,9,18,1,1,35,46,1,1
420,2,3,6,17,0,0,44,29,1,0
105,1,2,2,17,0,1,45,81,0,1
66,3,2,7,21,1,1,47,32,0,0
298,2,0,10,6,1,0,35,55,0,0
324,4,3,5,16,1,1,46,41,1,1
102,2,1,4,22,1,0,47,24,1,0
433,4,1,1,9,1,0,34,28,1,0
471,1,2,1,12,0,1,16,5,1,1
96,3,2,8,19,0,1,40,1,1,1
234,1,0,5,20,1,0,39,54,1,0
204,4,1,8,18,1,1,33,87,0,1
199,1,2,3,15,0,0,31,9,0,0
378,1,2,5,10,1,0,48,50,0,0
459,2,0,8,13,1,1,50,41,1,1
311,4,0,5,21,1,1,17,85,1,1
388,1,3,5,8,1,1,13,12,1,1
359,1,0,1,7,1,0,27,39,0,0
232,1,2,9,10,1,1,20,41,1,1
199,2,1,3,22,1,1,17,47,1,1
389,3,0,5,5,0,0,34,47,1,0
224,1,2,9,20,1,0,38,41,1,0
251,2,2,2,21,0,0,34,86,0,0
189,2,0,7,23,1,0,11,88,1,1
188,2,2,6,8,0,1,33,50,1,1
313,2,0,5,19,1,0,44,17,1,0
415,4,2,3,12,1,0,15,36,1,0
63,1,0,6,14,0,1,28,16,0,0
418,1,1,10,9,0,1,32,61,1,1
481,1,0,9,19,0,1,17,79,1,1
289,2,0,8,25,1,1,38,66,1,1
396,2,1,7,17,1,0,40,41,1,0
461,3,3,6,25,0,1,18,56,1,1
137,3,2,4,8,1,1,46,54,1,1
230,3,3,9,9,1,0,23,32,1,0
138,4,3,8,14,0,0,15,85,0,0
492,3,3,1,9,1,1,17,30,1,1
477,1,0,5,21,1,1,31,72,1,1
366,1,0,2,21,0,1,17,69,0,1
89,1,1,6,23,0,1,41,21,0,0
51,4,1,4,22,0,0,35,80,0,0
324,2,3,6,7,0,1,32,17,1,1
201,3,1,6,5,1,0,50,29,0,0
381,1,3,5,18,0,1,12,2,0,0
102,2,1,5,18,0,0,26,43,1,0
474,1,0,6,16,1,0,32,87,1,1
246,2,2,2,16,1,0,37,28,1,0
150,4,3,2,12,0,0,23,25,0,0
321,4,2,6,25,0,1,34,29,0,0
214,2,0,5,20,0,1,38,4,0,0
472,1,2,3,16,1,1,21,54,1,1
130,1,0,5,19,1,0,20,62,0,0
286,1,2,3,5,1,0,29,37,1,0
278,1,2,7,5,0,0,26,63,0,0
169,1,0,9,22,0,0,17,74,1,1
265,2,1,2,17,0,1,13,28,1,1
94,3,3,6,23,1,1,33,45,0,0
238,2,1,7,20,0,1,24,52,0,0
258,3,0,5,6,1,0,31,62,0,0
253,3,2,4,22,1,0,42,56,0,0
279,1,2,4,19,1,1,13,35,1,1
177,4,1,10,15,0,1,24,81,1,1
175,3,3,3,20,1,1,30,72,1,1
289,2,3,3,13,1,1,19,64,1,1
142,3,2,8,15,0,1,39,6,1,1
224,3,3,6,25,0,0,49,74,1,1
104,3,3,6,14,1,1,31,72,1,1
476,1,3,9,19,1,1,14,65,1,1
288,2,0,4,12,1,1,26,67,0,1
434,2,3,3,14,0,1,24,7,1,1
195,1,1,6,6,0,0,19,40,1,0
489,3,1,9,15,1,1,49,75,1,1
218,3,3,5,25,1,1,46,77,0,1
135,4,2,1,6,0,0,33,6,0,0
275,3,3,1,11,0,1,20,21,1,1
99,3,1,5,14,0,1,36,65,1,1
374,1,1,6,19,0,1,18,1,0,0
50,4,0,5,7,0,0,49,17,0,0
451,2,3,6,12,1,0,23,5,1,0
209,3,1,4,13,0,0,38,79,0,0
127,3,1,10,19,0,1,34,90,1,1
256,3,2,8,11,1,1,39,41,1,1
217,1,3,1,23,0,1,30,89,1,1
328,4,0,7,7,0,0,20,84,0,0
464,4,0,9,14,0,0,28,43,1,0
498,3,3,4,18,0,0,20,25,1,0
368,2,3,2,14,0,0,47,67,1,1
431,1,2,1,12,1,1,19,52,1,1
149,1,3,2,19,1,1,45,85,0,1
479,2,0,4,6,1,1,46,66,1,1
375,2,1,1,11,1,1,50,29,1,1
160,2,0,9,13,1,0,20,45,0,0
404,2,0,2,25,1,0,11,34,1,0
192,2,0,1,12,0,0,11,7,0,0
442,1,3,5,6,0,1,17,10,1,1
197,2,3,8,13,0,1,21,14,0,0
188,4,1,1,15,0,1,48,68,1,1
151,1,0,5,16,0,1,27,33,0,0
334,2,0,5,22,0,1,39,63,1,1
477,2,0,10,11,0,0,46,60,1,0
54,3,3,6,14,0,0,44,13,0,0
442,1,0,1,21,1,0,11,58,1,0
382,3,0,4,19,1,1,17,12,1,1
335,3,2,8,13,0,0,47,10,1,0
455,4,1,8,21,1,0,48,69,1,1
234,3,2,3,21,0,0,18,0,0,0
357,2,0,10,21,1,0,32,30,1,0
231,2,2,4,16,0,0,38,45,1,0
120,4,3,8,24,0,0,50,55,1,0
401,3,3,1,14,1,0,23,88,1,1
169,1,2,5,19,0,1,25,16,0,0
313,1,3,2,8,0,1,20,12,0,0
407,1,0,9,22,1,0,35,77,1,1
142,3,0,8,19,0,0,23,38,0,0
425,1,2,9,9,0,1,12,8,1,1
250,2,2,6,9,0,0,40,75,1,1
282,3,3,10,17,1,1,26,41,1,1
124,1,2,10,20,1,1,31,54,1,1
212,4,1,4,14,1,1,23,20,0,0
108,2,2,9,15,1,0,45,19,0,0
250,2,0,8,19,0,0,42,47,0,0
363,4,0,9,22,1,1,27,4,1,1
413,4,1,7,17,0,1,29,39,1,1
353,1,3,4,8,1,1,43,55,1,1
176,2,2,4,8,1,1,43,80,0,1
363,2,0,5,24,1,0,24,45,1,0
289,4,3,4,8,0,0,23,27,0,0
152,3,2,8,16,1,1,30,78,0,1
331,4,1,2,7,0,0,29,79,1,1
229,1,2,7,12,1,0,28,83,1,1
487,1,3,1,23,0,1,46,15,1,1
486,1,0,5,12,0,0,16,6,1,0
91,4,0,7,21,0,0,49,4,0,0
482,2,3,7,20,0,0,13,88,1,1
481,2,2,4,9,1,1,21,72,1,1
63,2,2,9,23,1,0,29,6,0,0
382,2,2,4,6,1,1,17,41,1,1
263,2,1,6,21,1,0,35,19,0,0
422,2,3,9,21,0,1,28,55,1,1
302,2,3,7,5,0,0,11,37,1,0
70,3,1,4,12,1,0,14,32,1,0
243,1,3,1,21,0,1,12,88,1,1
95,4,0,5,23,1,1,25,4,1,1
366,1,1,4,6,1,0,45,52,1,0
66,4,0,3,25,1,0,40,28,1,0
237,1,2,3,19,1,0,33,24,1,0
343,2,3,7,25,0,0,16,51,0,0
268,1,1,4,15,0,0,16,27,0,0
452,2,0,8,8,0,1,12,69,1,1
313,4,1,4,18,0,1,48,41,0,0
95,2,3,10,19,0,1,40,14,1,1
365,4,1,8,9,1,1,18,29,0,0
369,2,3,8,12,0,0,22,39,1,0
139,1,1,1,9,1,0,33,62,0,0
164,4,1,10,16,0,1,34,16,0,0
482,3,1,7,12,1,1,20,53,1,1
176,4,1,3,25,1,1,32,90,1,1
480,2,3,2,10,1,1,31,73,1,1
405,4,3,3,25,0,0,11,50,1,0
367,4,0,5,5,1,1,21,8,1,1
106,2,2,8,17,1,1,47,70,1,1
85,3,3,3,19,0,1,23,21,0,0
386,2,1,3,11,0,0,37,16,0,0
310,4,1,4,24,1,1,50,7,0,0
247,4,1,3,11,1,0,16,46,1,0
170,3,0,3,13,0,1,37,11,1,1
136,2,2,1,15,0,0,41,73,1,1
434,1,3,10,18,0,0,16,3,1,0
301,2,1,1,5,0,1,26,78,1,1
154,1,0,2,19,1,1,42,12,0,0
121,4,2,2,14,0,0,38,73,0,0
232,1,2,6,19,1,0,30,6,1,0
482,2,0,3,25,1,1,44,70,1,1
301,4,3,10,24,0,1,49,72,0,1
447,2,2,9,13,1,1,38,28,1,1
497,4,0,4,24,1,0,29,0,1,0
314,1,1,4,8,1,0,21,5,1,0
231,4,2,8,5,0,0,44,20,0,0
56,3,1,1,11,1,1,31,1,0,0
302,1,2,1,8,0,0,14,58,0,0
128,2,0,7,17,1,0,27,43,0,0
310,4,0,7,12,1,1,14,13,0,0
226,1,1,9,11,1,0,39,41,0,0
247,1,2,1,25,1,1,32,24,0,0
185,3,1,5,11,1,0,11,12,0,0
214,2,2,8,16,1,0,48,58,1,0
474,2,0,4,6,1,0,38,68,1,1
180,2,1,2,8,1,0,36,73,0,0
339,1,3,3,12,0,0,44,68,1,1
123,3,2,6,24,1,1,10,64,0,1
376,2,3,8,24,0,1,31,87,1,1
162,3,2,3,17,1,1,27,42,1,1
146,3,2,8,12,0,0,11,77,1,1
230,4,1,5,19,0,1,41,37,0,0
255,4,2,5,16,0,0,39,4,0,0
306,4,2,6,18,0,1,15,26,0,0
149,1,0,1,15,0,1,14,17,1,1
80,2,1,5,18,0,0,21,33,1,0
447,2,3,9,23,1,1,10,69,1,1
222,2,3,4,7,1,0,13,63,0,0
132,2,0,2,17,1,1,48,48,1,1
355,1,2,6,8,0,0,19,20,0,0
222,4,3,6,13,0,0,41,36,0,0
88,1,3,7,16,1,0,24,47,0,0
101,4,0,9,12,1,0,24,72,0,0
455,4,0,10,20,1,1,36,4,1,1
500,1,0,6,8,1,0,25,11,1,0
82,3,1,3,24,1,0,49,24,1,0
347,1,0,6,7,0,1,46,65,0,1
463,4,2,7,13,0,1,19,69,1,1
323,1,1,3,7,0,0,40,10,1,0
219,2,3,2,10,1,0,50,1,1,0
427,3,0,3,21,1,1,27,37,1,1
383,2,3,1,12,0,0,47,22,0,0
87,4,0,7,8,1,0,40,51,0,0
356,4,0,1,17,1,0,40,42,0,0
358,1,1,2,8,0,0,45,76,0,0
470,1,0,5,19,1,1,13,59,1,1
103,1,0,10,7,0,1,28,12,1,1
153,4,1,1,11,1,1,37,39,1,1
252,3,0,2,16,1,1,30,12,0,0
335,2,1,2,12,0,1,44,6,1,1
191,1,0,7,8,0,1,26,17,1,1
126,4,1,3,13,0,1,46,67,0,1
280,3,1,5,11,1,1,12,65,0,1
258,3,3,10,10,1,0,10,2,1,0
464,4,1,2,9,1,0,23,60,1,0
283,4,2,1,23,1,0,37,71,0,0
448,2,2,5,19,0,0,38,73,1,1
117,3,3,2,15,1,0,19,67,1,1
449,4,2,3,25,1,1,38,54,1,1
143,2,0,7,5,1,1,25,59,0,0
130,1,3,9,18,1,1,30,64,1,1
496,3,2,4,21,0,0,31,40,1,0
196,1,1,5,14,1,0,11,86,1,1
224,2,0,2,25,0,1,28,78,1,1
144,2,1,9,22,1,1,29,36,0,0
379,3,2,1,10,0,0,39,83,0,0
107,4,2,10,9,0,1,35,36,0,0
201,4,0,4,13,1,0,33,23,0,0
464,4,3,10,8,0,0,33,5,1,0
174,2,3,8,14,1,1,45,78,0,1
187,1,3,2,25,0,1,38,38,1,1
78,4,1,8,9,0,1,31,32,0,0
211,1,1,8,16,1,0,23,58,1,0
141,2,0,9,20,0,1,23,11,1,1
237,1,0,9,25,0,0,31,77,0,0
333,4,0,9,16,0,0,26,25,0,0
490,1,1,9,20,1,0,34,83,1,1
446,1,3,2,25,1,0,49,7,1,0
56,2,2,8,7,1,1,22,63,1,1
424,3,3,9,14,0,1,33,75,1,1
427,3,1,5,8,1,1,39,8,1,1
74,3,3,9,25,1,1,18,79,0,1
484,2,3,10,19,1,0,48,4,1,0
497,3,3,8,8,1,1,47,11,1,1
284,3,1,8,20,0,1,18,20,1,1
172,3,0,6,22,0,1,15,24,0,0
111,2,3,3,8,0,0,27,52,1,0
255,4,3,10,25,1,0,41,25,0,0
199,4,1,2,7,1,0,27,8,0,0
109,4,2,1,22,0,0,17,89,0,0
448,3,3,3,24,0,0,20,31,1,0
145,2,0,3,20,1,1,12,5,1,1
127,2,0,7,24,0,0,44,12,1,0
110,4,2,10,19,1,0,49,27,1,0
94,3,0,10,24,0,0,15,23,1,0
124,4,0,6,25,1,0,45,31,0,0
183,3,3,2,24,0,0,17,20,1,0
69,2,0,6,17,0,1,10,23,1,1
110,3,1,1,13,0,0,37,90,1,1
463,3,0,6,6,0,1,18,20,1,1
245,2,0,3,18,1,1,42,76,0,1
98,3,1,9,6,1,0,13,53,0,0
168,4,0,7,22,1,1,45,86,0,1
467,1,2,1,18,1,0,24,0,1,0
382,1,2,2,19,1,1,48,90,0,1
70,1,0,1,25,1,1,24,46,1,1
279,4,0,7,10,1,0,47,43,0,0
268,4,2,4,10,1,0,11,68,1,1
59,1,2,3,15,0,1,42,45,0,0
80,1,2,1,9,1,1,16,41,0,0
390,1,2,3,8,0,0,38,23,1,0
69,3,0,9,9,0,1,20,90,0,1
275,4,3,2,25,1,0,32,25,1,0
333,2,0,6,23,1,1,29,88,1,1
367,1,1,8,9,0,0,22,24,1,0
391,1,1,8,14,1,1,30,61,1,1
213,4,0,4,12,1,1,41,90,1,1
420,3,3,10,9,1,1,34,43,1,1
415,2,3,10,7,1,1,43,32,1,1
205,4,1,9,6,1,1,50,75,1,1
284,2,1,8,23,1,0,32,33,1,0
333,4,3,2,6,1,0,17,24,1,0
110,3,1,2,17,0,0,36,19,1,0
106,2,1,8,18,0,1,40,45,0,0
67,4,0,1,8,1,1,18,44,1,1
124,3,3,5,12,0,0,12,75,0,0
309,1,0,4,10,0,1,45,18,0,0
492,3,1,3,24,1,1,34,19,1,1
400,1,2,10,6,1,1,24,82,1,1
152,1,0,9,19,1,0,30,59,0,0
314,4,3,2,11,1,0,45,55,1,0
202,2,0,3,22,1,0,40,34,0,0
341,4,0,8,18,1,1,13,21,0,0
194,2,0,1,18,0,1,44,54,1,1
385,2,3,10,15,0,0,20,82,1,1
346,3,2,4,9,0,1,34,44,1,1
241,1,3,7,18,0,1,41,24,1,1
262,2,3,1,9,0,0,10,71,1,1
372,4,2,3,19,1,0,12,2,0,0
232,3,2,6,16,1,1,23,6,0,0
163,4,2,8,10,0,1,12,55,0,0
244,2,3,7,9,0,0,47,0,0,0
401,3,0,8,12,1,0,18,10,1,0
401,1,3,4,10,0,0,36,74,1,1
170,4,0,2,22,1,1,22,69,0,1
271,3,2,5,8,0,1,20,82,0,1
290,1,3,1,23,0,1,27,72,1,1
137,1,0,3,22,1,0,42,18,1,0
460,3,2,2,25,1,0,13,39,1,0
273,2,1,8,24,0,1,28,56,0,0
192,2,3,1,11,1,0,28,9,1,0
248,2,3,4,24,1,0,17,51,1,0
376,3,0,9,25,1,1,26,11,1,1
234,4,2,9,17,0,1,39,28,1,1
345,1,0,5,15,1,0,23,55,1,0
302,2,3,9,8,1,1,15,11,1,1
158,4,3,8,10,1,1,32,40,1,1
226,3,1,4,18,0,1,19,85,0,1
209,3,3,1,24,1,0,32,13,0,0
118,2,1,4,9,0,0,23,38,1,0
336,3,0,5,11,1,1,40,0,0,0
118,1,3,9,16,1,0,49,55,0,0
177,4,1,6,18,1,0,37,80,0,0
472,1,3,6,20,1,1,43,90,1,1
400,1,0,2,22,1,1,43,14,0,0
99,2,2,1,17,0,1,16,35,0,0
215,4,1,8,23,0,1,37,10,0,0
383,4,0,1,10,0,1,45,32,1,1
500,4,2,9,9,1,0,37,30,1,0
410,3,3,5,25,0,0,23,41,1,0
452,3,2,9,16,0,1,36,38,1,1
375,2,1,9,20,0,1,10,66,0,1
96,4,2,9,18,0,0,25,76,1,1
412,1,2,3,12,1,0,26,86,1,1
272,4,0,9,22,1,0,45,55,1,0
186,2,1,5,25,1,1,20,87,0,1
208,1,1,5,22,1,1,12,89,1,1
135,1,3,7,12,0,1,11,0,0,0
51,4,0,10,15,1,1,39,36,1,1
88,1,3,3,25,1,1,14,11,1,1
310,3,0,8,17,0,0,50,49,1,0
373,2,1,7,9,1,1,42,14,0,0
209,3,3,1,9,0,1,15,32,1,1
225,4,3,1,7,1,1,33,64,0,1
198,1,0,10,6,0,1,10,86,0,1
143,3,0,5,23,0,0,18,12,0,0
430,3,1,3,7,0,1,35,58,1,1
374,1,2,9,10,0,0,39,71,1,1
118,2,3,4,7,1,1,19,3,1,1
425,4,2,10,22,0,1,25,50,1,1
185,3,2,5,20,0,0,10,32,0,0
204,3,1,5,8,0,0,39,79,1,1
75,3,2,8,22,1,1,13,56,0,0
224,4,3,7,23,0,0,19,71,1,1
266,4,2,9,13,1,1,15,16,0,0
420,2,0,1,11,0,1,23,73,1,1
359,3,3,1,19,1,0,13,70,0,0
461,4,0,8,16,1,1,10,87,1,1
309,1,0,7,11,0,0,22,25,1,0
195,2,0,10,20,1,0,24,79,0,0
281,4,1,1,6,0,0,24,78,1,1
282,2,2,4,11,1,1,21,64,0,1
161,4,2,3,9,1,0,24,38,0,0
95,4,2,6,10,1,0,29,81,1,1
455,2,2,3,5,0,1,26,17,1,1
375,1,1,7,6,0,1,25,89,0,1
159,2,2,5,11,1,1,30,76,0,1
256,2,3,4,9,1,0,43,28,1,0
149,1,2,1,23,1,0,50,40,1,0
345,4,1,2,11,0,0,21,44,0,0
175,3,1,10,25,1,1,27,8,0,0
129,3,2,7,9,1,0,29,1,1,0
122,3,3,9,18,1,0,40,14,0,0
444,1,3,2,19,1,0,40,22,1,0
130,4,1,8,14,1,1,11,6,0,0
138,1,3,1,16,0,1,26,1,0,0
146,3,3,7,13,1,1,27,3,0,0
275,4,3,10,18,1,0,13,63,0,0
238,3,0,7,16,0,1,37,51,0,0
123,2,3,8,24,1,1,44,47,1,1
321,4,1,4,22,1,0,30,7,1,0
490,1,3,6,10,0,1,24,88,1,1
367,3,2,1,19,0,0,46,46,0,0
427,4,2,3,18,0,1,36,88,1,1
378,2,2,3,16,1,0,24,59,1,0
270,4,1,9,7,0,1,46,53,0,0
482,3,2,5,24,0,1,21,11,1,1
346,4,3,4,11,1,1,42,28,1,1
226,1,3,10,20,0,1,41,81,1,1
177,3,1,3,10,0,0,44,87,1,1
219,2,3,10,6,0,0,16,8,1,0
212,2,1,9,10,1,1,44,17,1,1
406,2,1,1,8,1,1,49,42,1,1
319,2,1,1,5,0,1,16,59,1,1
94,1,2,6,17,0,0,15,81,1,1
207,3,2,2,16,0,1,42,18,0,0
138,2,3,10,15,0,1,31,90,1,1
436,1,2,4,17,1,0,28,38,1,0
244,1,3,7,5,1,1,11,60,1,1
125,4,0,1,16,0,0,22,15,0,0
402,2,0,1,11,1,0,34,69,1,1
112,4,0,3,16,0,1,33,34,0,0
366,2,2,2,10,1,0,11,1,0,0
65,3,0,6,16,1,0,18,88,0,0
64,4,0,6,11,0,1,34,48,0,0
243,2,3,1,24,1,1,12,76,1,1
452,2,1,3,18,0,0,29,24,1,0
240,4,2,4,24,1,0,50,88,0,0
407,2,1,7,7,0,1,10,77,1,1
430,3,0,9,11,1,1,30,46,1,1
391,1,3,3,23,1,0,27,74,0,0
341,2,3,9,7,1,1,36,60,1,1
241,4,2,5,21,1,1,16,37,1,1
126,1,2,4,14,0,1,22,86,1,1
328,4,0,1,10,1,0,50,57,1,0
492,3,0,1,25,1,1,32,37,1,1
269,4,0,4,23,0,0,35,75,0,0
353,3,2,10,5,1,1,38,53,1,1
398,3,3,4,8,0,0,11,37,1,0
238,2,0,4,19,0,0,41,68,0,0
170,4,1,8,11,0,1,45,16,1,1
50,4,1,5,18,1,1,26,61,1,1
474,4,2,9,7,1,1,30,59,1,1
411,4,0,4,19,1,1,19,45,1,1
161,3,1,4,6,0,1,13,85,1,1
396,3,2,9,10,0,1,43,84,1,1
248,4,3,10,14,0,1,10,55,1,1
496,3,1,2,19,1,0,17,56,1,0
163,4,2,2,15,0,0,12,89,1,1
161,3,0,9,12,0,1,24,55,0,0
439,2,2,9,21,1,0,50,50,1,0
121,2,0,10,13,1,1,39,40,1,1
228,3,0,2,5,1,0,23,35,1,0
109,4,0,7,10,1,0,26,73,0,0
489,2,2,8,23,1,1,43,76,1,1
358,1,3,10,6,0,0,10,20,0,0
205,2,3,6,12,1,1,48,19,0,0
206,1,2,4,20,1,0,24,82,1,1
398,4,2,9,22,1,0,33,45,0,0
156,2,1,9,9,1,0,20,33,0,0
194,2,1,6,17,1,0,29,74,0,0
246,2,1,5,23,1,0,20,60,1,0
412,4,0,8,25,0,0,22,55,1,0
149,4,1,1,11,1,0,35,39,1,0
186,1,0,6,19,1,0,50,37,1,0
52,3,3,10,25,0,1,48,48,1,1
312,2,1,1,10,1,1,38,12,1,1
269,4,0,5,12,0,0,19,66,0,0
470,3,3,4,13,1,1,15,52,1,1
256,4,1,2,14,1,0,14,59,0,0
90,4,1,2,23,0,1,21,54,0,0
